scenario,variant,pinn_placement,use_l_ego,use_safety_filter,use_intent,lambda_phys,seed,eval_mode,mean_return,std_return,collision_rate,pothole_hits_mean,mean_ttc,min_ttc
3,pinn_critic_sf,critic,False,True,True,0.1,456,stochastic,-20.689580000000042,157.00958169832674,0.0,0.0,260.36695449767643,3.015942672067701
3,pinn_critic_sf,critic,False,True,True,0.1,789,deterministic,-24.310659999999437,119.28065816243823,0.0,0.0,51.02972377648709,0.654537601247701
3,pinn_critic_sf,critic,False,True,True,0.1,789,stochastic,-76.12996000000008,93.03036750415637,0.0,0.0,175.32004125949436,3.8108341936469223
3,pinn_critic_sf,critic,False,True,True,0.1,999,deterministic,-65.04583999999996,75.93146216144143,0.0,0.0,166.86944404732782,3.8476201462217516
3,pinn_critic_sf,critic,False,True,True,0.1,999,stochastic,-73.60427999999993,80.4260389859005,0.0,0.0,177.20946831665904,3.848664792900098
3,pinn_critic_sf,critic,False,True,True,0.2,42,deterministic,-7.3757199999992755,70.9250559306207,0.0,0.0,164.80518939104135,0.4818479630242576
3,pinn_critic_sf,critic,False,True,True,0.2,42,stochastic,-98.26791999999998,122.80711803097388,0.0,0.0,347.5191424381438,2.217813428554955
3,pinn_critic_sf,critic,False,True,True,0.2,123,deterministic,-65.21310000000021,109.89787718136328,0.0,0.0,119.72789537995894,2.7731471183567202
3,pinn_critic_sf,critic,False,True,True,0.2,123,stochastic,-92.17372000000003,108.64555243322921,0.0,0.0,126.24659667034453,3.5970528620582085
3,pinn_critic_sf,critic,False,True,True,0.2,456,deterministic,-59.59059999999987,116.02679312658756,0.0,0.0,68.37831746868916,3.6725650802504193
3,pinn_critic_sf,critic,False,True,True,0.2,456,stochastic,-72.64585999999994,110.08959516285076,0.0,0.0,123.687071298672,4.985781501632528
3,pinn_critic_sf,critic,False,True,True,0.2,789,deterministic,-51.68413999999994,111.23581670379531,0.0,0.0,108.20422597626248,0.6778245614602818
3,pinn_critic_sf,critic,False,True,True,0.2,789,stochastic,-75.07763999999996,96.47126589296099,0.0,0.0,267.97720810277343,3.7979101053905997
3,pinn_critic_sf,critic,False,True,True,0.2,999,deterministic,-54.97372,99.55432021143844,0.0,0.0,112.38363369569112,3.1595278283796757
3,pinn_critic_sf,critic,False,True,True,0.2,999,stochastic,-75.15441999999999,88.36051084326971,0.0,0.0,181.4796699666458,3.8437033731789385
3,pinn_critic_sf,critic,False,True,True,0.5,42,deterministic,-62.426659999999316,62.06219469390723,0.0,0.0,142.64091721755025,0.3502595892920262
3,pinn_critic_sf,critic,False,True,True,0.5,42,stochastic,-102.44617999999998,115.40485851534834,0.0,0.0,351.0848201458795,2.401132868254164
3,pinn_critic_sf,critic,False,True,True,0.5,123,deterministic,-82.21376000000008,103.63351584377689,0.0,0.0,154.8057074116751,3.55902485485195
3,pinn_critic_sf,critic,False,True,True,0.5,123,stochastic,-87.85753999999993,98.96871510335154,0.0,0.0,148.18448056600022,3.6390405591930413
3,pinn_critic_sf,critic,False,True,True,0.5,456,deterministic,-74.83999999999997,73.37938675132119,0.0,0.0,58.803041941801055,5.0056588057529545
3,pinn_critic_sf,critic,False,True,True,0.5,456,stochastic,-67.97666,116.14705896398917,0.0,0.0,155.99529776732325,4.950363252621836
3,pinn_critic_sf,critic,False,True,True,0.5,789,deterministic,-81.77270000000017,82.14766371218339,0.0,0.0,57.74665673639549,3.8001204900405576
3,pinn_critic_sf,critic,False,True,True,0.5,789,stochastic,-80.07106000000003,83.36808190798426,0.0,0.0,102.03638135170931,3.8343799914063665
3,pinn_critic_sf,critic,False,True,True,0.5,999,deterministic,-14.757619999999555,98.76044372680629,0.0,0.0,100.15132273757686,0.6739466815836783
3,pinn_critic_sf,critic,False,True,True,0.5,999,stochastic,-70.37835999999997,99.37582816555731,0.0,0.0,370.53423082279244,3.8208828670244963
3,pinn_critic_sf,critic,False,True,True,1.0,42,deterministic,-70.83001999999937,107.30996748401142,0.0,0.0,82.04728875050561,0.32334933900088353
3,pinn_critic_sf,critic,False,True,True,1.0,42,stochastic,-106.52509999999995,106.80374457353999,0.0,0.0,484.86474623034593,2.429230524845337
3,pinn_critic_sf,critic,False,True,True,1.0,123,deterministic,-77.89106000000027,74.68980195700334,0.0,0.0,56.81631624936118,3.137101103234638
3,pinn_critic_sf,critic,False,True,True,1.0,123,stochastic,-88.87691999999998,89.62715481500892,0.0,0.0,91.70020389235808,3.6485856267723347
3,pinn_critic_sf,critic,False,True,True,1.0,456,deterministic,-75.235,75.22107417472827,0.0,0.0,61.837875451033554,5.005468038282151
3,pinn_critic_sf,critic,False,True,True,1.0,456,stochastic,-59.138039999999826,132.13180992251014,0.0,0.0,99.97747328124413,4.783695244493213
3,pinn_critic_sf,critic,False,True,True,1.0,789,deterministic,-16.958280000000393,100.9784272222616,0.0,0.0,153.3556154658179,0.7929609528713274
3,pinn_critic_sf,critic,False,True,True,1.0,789,stochastic,-63.1228,119.91511899906523,0.0,0.0,190.09621872829814,3.366001033476903
3,pinn_critic_sf,critic,False,True,True,1.0,999,deterministic,-43.411099999999934,115.89157538859348,0.0,0.0,68.02391356180854,2.072248268529163
3,pinn_critic_sf,critic,False,True,True,1.0,999,stochastic,-72.67559999999999,88.31647754569914,0.0,0.0,360.82593568924653,3.838957256366424
4,nopinn,none,False,False,True,0.0,42,deterministic,62.63624000000007,46.318784722209635,0.08,0.0,75.52308612824652,0.2031685430794442
4,nopinn,none,False,False,True,0.0,42,stochastic,-43.06174000000017,99.23857668080682,0.0,0.0,148.52306732627693,0.6421933083010266
4,nopinn,none,False,False,True,0.0,123,deterministic,-71.87817999999922,143.18283269563995,0.0,0.0,35.074376951563856,0.19158894584624508
4,nopinn,none,False,False,True,0.0,123,stochastic,-76.08567999999995,116.75421835144788,0.0,0.0,408.47336627998084,3.458112859580865
4,nopinn,none,False,False,True,0.0,456,deterministic,7.872340000000054,130.90079083880417,0.02,0.0,28.057670302045707,0.1946473063715721
4,nopinn,none,False,False,True,0.0,456,stochastic,7.83195999999992,140.39024316767302,0.0,0.0,286.31957774630814,3.1575288568824385
4,nopinn,none,False,False,True,0.0,789,deterministic,-99.02692000000154,145.58290200017794,0.0,0.0,134.5221163476966,0.5557284772175997
4,nopinn,none,False,False,True,0.0,789,stochastic,-37.35381999999997,121.14469655047876,0.0,0.0,378.37501927542525,3.247957161649721
4,nopinn,none,False,False,True,0.0,999,deterministic,-128.26193999999833,183.32888827660682,0.0,0.0,64.82244282382712,0.10386024865808079
4,nopinn,none,False,False,True,0.0,999,stochastic,-15.192780000000175,126.9915048960818,0.0,0.0,287.7184298607261,3.133969491569519
4,pinn_critic,critic,False,False,True,0.001,42,deterministic,61.5215599999998,46.01510640916096,0.06,0.0,45.63630394446367,0.1739588742065575
4,pinn_critic,critic,False,False,True,0.001,42,stochastic,-24.276620000000115,109.77193520966816,0.0,0.0,161.19766180399918,1.353089190412035
4,pinn_critic,critic,False,False,True,0.001,123,deterministic,-54.21637999999926,142.9223856200128,0.0,0.0,39.83114720505521,0.11446561552035288
4,pinn_critic,critic,False,False,True,0.001,123,stochastic,-74.45942000000004,113.40287664448195,0.0,0.0,294.95477735976993,3.5703100664848524
4,pinn_critic,critic,False,False,True,0.001,456,deterministic,19.948360000000182,133.20278844840453,0.02,0.0,142.4893351006553,0.654868720580815
4,pinn_critic,critic,False,False,True,0.001,456,stochastic,-30.41151999999985,146.26544489922964,0.0,0.0,390.0676180624707,4.578475989617772
4,pinn_critic,critic,False,False,True,0.001,789,deterministic,62.68903999999965,58.022838340074145,0.06,0.0,246.60505707464702,0.3038043827692334
4,pinn_critic,critic,False,False,True,0.001,789,stochastic,-46.77545999999996,106.89129707777144,0.0,0.0,437.0900315405343,3.2925080048635404
4,pinn_critic,critic,False,False,True,0.001,999,deterministic,-69.00709999999941,111.68962393978249,0.0,0.0,90.311401792336,0.271901628756019
4,pinn_critic,critic,False,False,True,0.001,999,stochastic,-17.31942,131.6401541670459,0.0,0.0,347.51426756922984,2.9476880072873555
4,pinn_critic,critic,False,False,True,0.01,42,deterministic,-57.568440000000244,180.1592294511893,0.0,0.0,34.61004935666817,0.272653957426666
4,pinn_critic,critic,False,False,True,0.01,42,stochastic,-41.27370000000008,112.49560669168362,0.0,0.0,130.15450652709805,1.5763689863276051
4,pinn_critic,critic,False,False,True,0.01,123,deterministic,51.345140000000036,64.7234486741891,0.06,0.0,67.04595112317436,0.28239819502115365
4,pinn_critic,critic,False,False,True,0.01,123,stochastic,-41.37167999999994,132.42273807536822,0.0,0.0,162.91916644325357,3.1094472137424107
4,pinn_critic,critic,False,False,True,0.01,456,deterministic,-11.064340000000032,123.02130316503879,0.0,0.0,239.61200407310696,2.8365966150781317
4,pinn_critic,critic,False,False,True,0.01,456,stochastic,-29.494619999999816,135.3897880148853,0.0,0.0,447.6337731927473,4.387277557542263
4,pinn_critic,critic,False,False,True,0.01,789,deterministic,-5.26939999999998,123.09967911574742,0.02,0.0,70.63679649216711,0.8256254250476645
4,pinn_critic,critic,False,False,True,0.01,789,stochastic,-58.475640000000006,104.48987612084912,0.0,0.0,368.4065358149942,3.734208925728157
4,pinn_critic,critic,False,False,True,0.01,999,deterministic,-62.68149999999907,114.13335236226935,0.0,0.0,86.81728251000182,0.3557197515627888
4,pinn_critic,critic,False,False,True,0.01,999,stochastic,-18.15887999999999,128.99901316252624,0.0,0.0,336.5742240513934,2.8160898298069146
4,pinn_critic,critic,False,False,True,0.05,42,deterministic,56.8557599999999,46.47926148705903,0.06,0.0,100.47063414308096,0.16798695071807057
4,pinn_critic,critic,False,False,True,0.05,42,stochastic,-59.950640000000085,120.3833686710517,0.0,0.0,187.71572266317543,0.8745561291240074
4,pinn_critic,critic,False,False,True,0.05,123,deterministic,-62.48683999999967,130.6150247082405,0.0,0.0,95.71999739075817,0.7056298604556643
4,pinn_critic,critic,False,False,True,0.05,123,stochastic,-81.30177999999998,109.30314905404865,0.0,0.0,525.9410066452207,3.58155825713027
4,pinn_critic,critic,False,False,True,0.05,456,deterministic,48.929040000000256,89.73128510546572,0.04,0.0,46.187034950995276,0.2625393385519038
4,pinn_critic,critic,False,False,True,0.05,456,stochastic,10.360739999999947,142.92487925995383,0.0,0.0,307.2011227445318,2.4018122346428545
4,pinn_critic,critic,False,False,True,0.05,789,deterministic,18.80049999999971,105.45580817238093,0.32,0.0,63.70751221766975,0.09919210168444556
4,pinn_critic,critic,False,False,True,0.05,789,stochastic,-67.23922,92.14056016137297,0.0,0.0,504.26648980975597,3.814325263572702
4,pinn_critic,critic,False,False,True,0.05,999,deterministic,-21.961319999999123,90.65177982928815,0.0,0.0,156.16421236769165,0.21584337326509404
4,pinn_critic,critic,False,False,True,0.05,999,stochastic,-8.453359999999961,126.26678758577184,0.0,0.0,310.63505642706303,2.1939505392001912
