job_id,scenario,variant,pinn_placement,use_l_ego,use_safety_filter,use_ttc,use_stop,use_fric,lambda_phys,seed,use_intent
212,2,pinn_no_stop,critic,False,False,True,False,True,1.0,456,False
213,2,pinn_no_stop,critic,False,False,True,False,True,1.0,789,False
214,2,pinn_no_stop,critic,False,False,True,False,True,1.0,999,False
215,2,pinn_no_fric,critic,False,False,True,True,False,0.001,42,False
216,2,pinn_no_fric,critic,False,False,True,True,False,0.001,123,False
217,2,pinn_no_fric,critic,False,False,True,True,False,0.001,456,False
218,2,pinn_no_fric,critic,False,False,True,True,False,0.001,789,False
219,2,pinn_no_fric,critic,False,False,True,True,False,0.001,999,False
220,2,pinn_no_fric,critic,False,False,True,True,False,0.01,42,False
221,2,pinn_no_fric,critic,False,False,True,True,False,0.01,123,False
222,2,pinn_no_fric,critic,False,False,True,True,False,0.01,456,False
223,2,pinn_no_fric,critic,False,False,True,True,False,0.01,789,False
224,2,pinn_no_fric,critic,False,False,True,True,False,0.01,999,False
225,2,pinn_no_fric,critic,False,False,True,True,False,0.05,42,False
226,2,pinn_no_fric,critic,False,False,True,True,False,0.05,123,False
227,2,pinn_no_fric,critic,False,False,True,True,False,0.05,456,False
228,2,pinn_no_fric,critic,False,False,True,True,False,0.05,789,False
229,2,pinn_no_fric,critic,False,False,True,True,False,0.05,999,False
230,2,pinn_no_fric,critic,False,False,True,True,False,0.1,42,False
231,2,pinn_no_fric,critic,False,False,True,True,False,0.1,123,False
232,2,pinn_no_fric,critic,False,False,True,True,False,0.1,456,False
233,2,pinn_no_fric,critic,False,False,True,True,False,0.1,789,False
234,2,pinn_no_fric,critic,False,False,True,True,False,0.1,999,False
235,2,pinn_no_fric,critic,False,False,True,True,False,0.2,42,False
236,2,pinn_no_fric,critic,False,False,True,True,False,0.2,123,False
237,2,pinn_no_fric,critic,False,False,True,True,False,0.2,456,False
238,2,pinn_no_fric,critic,False,False,True,True,False,0.2,789,False
239,2,pinn_no_fric,critic,False,False,True,True,False,0.2,999,False
240,2,pinn_no_fric,critic,False,False,True,True,False,0.5,42,False
241,2,pinn_no_fric,critic,False,False,True,True,False,0.5,123,False
242,2,pinn_no_fric,critic,False,False,True,True,False,0.5,456,False
243,2,pinn_no_fric,critic,False,False,True,True,False,0.5,789,False
244,2,pinn_no_fric,critic,False,False,True,True,False,0.5,999,False
245,2,pinn_no_fric,critic,False,False,True,True,False,1.0,42,False
246,2,pinn_no_fric,critic,False,False,True,True,False,1.0,123,False
247,2,pinn_no_fric,critic,False,False,True,True,False,1.0,456,False
248,2,pinn_no_fric,critic,False,False,True,True,False,1.0,789,False
249,2,pinn_no_fric,critic,False,False,True,True,False,1.0,999,False
250,2,safety_filter,none,False,True,True,True,True,0.0,42,False
251,2,safety_filter,none,False,True,True,True,True,0.0,123,False
252,2,safety_filter,none,False,True,True,True,True,0.0,456,False
253,2,safety_filter,none,False,True,True,True,True,0.0,789,False
254,2,safety_filter,none,False,True,True,True,True,0.0,999,False
255,2,pinn_critic_sf,critic,False,True,True,True,True,0.001,42,False
256,2,pinn_critic_sf,critic,False,True,True,True,True,0.001,123,False
257,2,pinn_critic_sf,critic,False,True,True,True,True,0.001,456,False
258,2,pinn_critic_sf,critic,False,True,True,True,True,0.001,789,False
259,2,pinn_critic_sf,critic,False,True,True,True,True,0.001,999,False
260,2,pinn_critic_sf,critic,False,True,True,True,True,0.01,42,False
261,2,pinn_critic_sf,critic,False,True,True,True,True,0.01,123,False
262,2,pinn_critic_sf,critic,False,True,True,True,True,0.01,456,False
263,2,pinn_critic_sf,critic,False,True,True,True,True,0.01,789,False
264,2,pinn_critic_sf,critic,False,True,True,True,True,0.01,999,False
265,2,pinn_critic_sf,critic,False,True,True,True,True,0.05,42,False
266,2,pinn_critic_sf,critic,False,True,True,True,True,0.05,123,False
267,2,pinn_critic_sf,critic,False,True,True,True,True,0.05,456,False
268,2,pinn_critic_sf,critic,False,True,True,True,True,0.05,789,False
269,2,pinn_critic_sf,critic,False,True,True,True,True,0.05,999,False
270,2,pinn_critic_sf,critic,False,True,True,True,True,0.1,42,False
271,2,pinn_critic_sf,critic,False,True,True,True,True,0.1,123,False
272,2,pinn_critic_sf,critic,False,True,True,True,True,0.1,456,False
273,2,pinn_critic_sf,critic,False,True,True,True,True,0.1,789,False
274,2,pinn_critic_sf,critic,False,True,True,True,True,0.1,999,False
275,2,pinn_critic_sf,critic,False,True,True,True,True,0.2,42,False
276,2,pinn_critic_sf,critic,False,True,True,True,True,0.2,123,False
277,2,pinn_critic_sf,critic,False,True,True,True,True,0.2,456,False
278,2,pinn_critic_sf,critic,False,True,True,True,True,0.2,789,False
279,2,pinn_critic_sf,critic,False,True,True,True,True,0.2,999,False
280,2,pinn_critic_sf,critic,False,True,True,True,True,0.5,42,False
281,2,pinn_critic_sf,critic,False,True,True,True,True,0.5,123,False
282,2,pinn_critic_sf,critic,False,True,True,True,True,0.5,456,False
283,2,pinn_critic_sf,critic,False,True,True,True,True,0.5,789,False
284,2,pinn_critic_sf,critic,False,True,True,True,True,0.5,999,False
285,2,pinn_critic_sf,critic,False,True,True,True,True,1.0,42,False
286,2,pinn_critic_sf,critic,False,True,True,True,True,1.0,123,False
287,2,pinn_critic_sf,critic,False,True,True,True,True,1.0,456,False
288,2,pinn_critic_sf,critic,False,True,True,True,True,1.0,789,False
289,2,pinn_critic_sf,critic,False,True,True,True,True,1.0,999,False
290,3,nopinn,none,False,False,True,True,True,0.0,42,False
291,3,nopinn,none,False,False,True,True,True,0.0,123,False
292,3,nopinn,none,False,False,True,True,True,0.0,456,False
293,3,nopinn,none,False,False,True,True,True,0.0,789,False
294,3,nopinn,none,False,False,True,True,True,0.0,999,False
295,3,pinn_critic,critic,False,False,True,True,True,0.001,42,False
296,3,pinn_critic,critic,False,False,True,True,True,0.001,123,False
297,3,pinn_critic,critic,False,False,True,True,True,0.001,456,False
298,3,pinn_critic,critic,False,False,True,True,True,0.001,789,False
299,3,pinn_critic,critic,False,False,True,True,True,0.001,999,False
300,3,pinn_critic,critic,False,False,True,True,True,0.01,42,False
301,3,pinn_critic,critic,False,False,True,True,True,0.01,123,False
302,3,pinn_critic,critic,False,False,True,True,True,0.01,456,False
303,3,pinn_critic,critic,False,False,True,True,True,0.01,789,False
304,3,pinn_critic,critic,False,False,True,True,True,0.01,999,False
305,3,pinn_critic,critic,False,False,True,True,True,0.05,42,False
306,3,pinn_critic,critic,False,False,True,True,True,0.05,123,False
307,3,pinn_critic,critic,False,False,True,True,True,0.05,456,False
308,3,pinn_critic,critic,False,False,True,True,True,0.05,789,False
309,3,pinn_critic,critic,False,False,True,True,True,0.05,999,False
310,3,pinn_critic,critic,False,False,True,True,True,0.1,42,False
311,3,pinn_critic,critic,False,False,True,True,True,0.1,123,False
312,3,pinn_critic,critic,False,False,True,True,True,0.1,456,False
313,3,pinn_critic,critic,False,False,True,True,True,0.1,789,False
314,3,pinn_critic,critic,False,False,True,True,True,0.1,999,False
315,3,pinn_critic,critic,False,False,True,True,True,0.2,42,False
316,3,pinn_critic,critic,False,False,True,True,True,0.2,123,False
317,3,pinn_critic,critic,False,False,True,True,True,0.2,456,False
318,3,pinn_critic,critic,False,False,True,True,True,0.2,789,False
319,3,pinn_critic,critic,False,False,True,True,True,0.2,999,False
320,3,pinn_critic,critic,False,False,True,True,True,0.5,42,False
321,3,pinn_critic,critic,False,False,True,True,True,0.5,123,False
322,3,pinn_critic,critic,False,False,True,True,True,0.5,456,False
323,3,pinn_critic,critic,False,False,True,True,True,0.5,789,False
324,3,pinn_critic,critic,False,False,True,True,True,0.5,999,False
325,3,pinn_critic,critic,False,False,True,True,True,1.0,42,False
326,3,pinn_critic,critic,False,False,True,True,True,1.0,123,False
327,3,pinn_critic,critic,False,False,True,True,True,1.0,456,False
328,3,pinn_critic,critic,False,False,True,True,True,1.0,789,False
329,3,pinn_critic,critic,False,False,True,True,True,1.0,999,False
330,3,pinn_actor,actor,False,False,True,True,True,0.001,42,False
331,3,pinn_actor,actor,False,False,True,True,True,0.001,123,False
332,3,pinn_actor,actor,False,False,True,True,True,0.001,456,False
333,3,pinn_actor,actor,False,False,True,True,True,0.001,789,False
334,3,pinn_actor,actor,False,False,True,True,True,0.001,999,False
335,3,pinn_actor,actor,False,False,True,True,True,0.01,42,False
336,3,pinn_actor,actor,False,False,True,True,True,0.01,123,False
337,3,pinn_actor,actor,False,False,True,True,True,0.01,456,False
338,3,pinn_actor,actor,False,False,True,True,True,0.01,789,False
339,3,pinn_actor,actor,False,False,True,True,True,0.01,999,False
340,3,pinn_actor,actor,False,False,True,True,True,0.05,42,False
341,3,pinn_actor,actor,False,False,True,True,True,0.05,123,False
342,3,pinn_actor,actor,False,False,True,True,True,0.05,456,False
343,3,pinn_actor,actor,False,False,True,True,True,0.05,789,False
344,3,pinn_actor,actor,False,False,True,True,True,0.05,999,False
345,3,pinn_actor,actor,False,False,True,True,True,0.1,42,False
346,3,pinn_actor,actor,False,False,True,True,True,0.1,123,False
347,3,pinn_actor,actor,False,False,True,True,True,0.1,456,False
348,3,pinn_actor,actor,False,False,True,True,True,0.1,789,False
349,3,pinn_actor,actor,False,False,True,True,True,0.1,999,False
350,3,pinn_actor,actor,False,False,True,True,True,0.2,42,False
351,3,pinn_actor,actor,False,False,True,True,True,0.2,123,False
352,3,pinn_actor,actor,False,False,True,True,True,0.2,456,False
353,3,pinn_actor,actor,False,False,True,True,True,0.2,789,False
354,3,pinn_actor,actor,False,False,True,True,True,0.2,999,False
355,3,pinn_actor,actor,False,False,True,True,True,0.5,42,False
356,3,pinn_actor,actor,False,False,True,True,True,0.5,123,False
357,3,pinn_actor,actor,False,False,True,True,True,0.5,456,False
358,3,pinn_actor,actor,False,False,True,True,True,0.5,789,False
359,3,pinn_actor,actor,False,False,True,True,True,0.5,999,False
360,3,pinn_actor,actor,False,False,True,True,True,1.0,42,False
361,3,pinn_actor,actor,False,False,True,True,True,1.0,123,False
