scenario,maneuver,metric,method_a,method_b,raw_p_paired,corrected_p_paired,significant_paired,marker_paired,cohens_d
2,stem_right,action_yield_frac,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.6344113286913482
2_dense,right_left,action_yield_frac,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.28010462788448276
3,left_right,action_yield_frac,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.38813138411485304
3,right_left,action_yield_frac,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.11932225001812159
4,stem_left,action_yield_frac,fusion_aux,eikonal_aux,nan,nan,False,n/a,-1.2424178468266003
4,stem_right,action_yield_frac,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.1157427033056225
1a,right_stem,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,1.1657736726380243
1a,stem_left,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,1.2256854286161967
1a,stem_right,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,1.63860051010943
1b,stem_left,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,1.4537680947893599
1b,stem_right,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,-0.7395352614195562
2,stem_left,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,-0.4170226105079631
2,stem_right,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,-0.2532211153659369
2_dense,right_left,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,0.021023484641673727
3,left_right,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,-0.27136783872697945
3,right_left,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,1.0578141537300063
4,stem_left,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,-0.9326643289585921
4,stem_right,action_yield_frac,fusion_aux,cbf_aux,nan,nan,False,n/a,0.023213075146797633
1a,right_stem,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,4.678152732636931
1a,stem_left,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,2.4983666617732903
1a,stem_right,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,2.94495833774214
1b,stem_left,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,3.459767710695813
1b,stem_right,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,3.7292333080430105
2,stem_left,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,4.861986907503944
2,stem_right,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,3.276693892913621
2_dense,right_left,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,4.407593275104908
3,left_right,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,4.65191367741431
3,right_left,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,5.055160174283859
4,stem_left,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,7.242364797046922
4,stem_right,action_yield_frac,fusion_aux,rule_based,nan,nan,False,n/a,2.969808793735876
1a,right_stem,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,0.6881589269130642
1a,stem_left,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,0.614589827443398
1a,stem_right,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,0.9221008834655716
1b,stem_left,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,-0.2810283783976544
1b,stem_right,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,0.630862280697319
2,stem_left,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,0.7675960367863017
2,stem_right,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,-0.1170211103204773
2_dense,right_left,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,0.4441696194242132
3,left_right,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,-0.27008779333703026
3,right_left,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,0.6366162994807328
4,stem_left,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,-0.2189948766067374
4,stem_right,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,-0.004456416559120092
1a,right_stem,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-0.6318560707452445
1a,stem_left,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-0.9098047046516394
1a,stem_right,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-1.6648714167085998
1b,stem_left,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-1.6651268303267743
1b,stem_right,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,0.6579601066714412
2,stem_left,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-0.3506238791215133
2,stem_right,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,0.2571956749674713
2_dense,right_left,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-0.19486752828248916
3,left_right,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-0.36378470886723935
3,right_left,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-1.6526036083799216
4,stem_left,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-0.7570153667024137
4,stem_right,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,-0.07812294580629595
1a,right_stem,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-2.1327673589231497
1a,stem_left,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-2.9333792435382104
1a,stem_right,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-2.07938860805962
1b,stem_left,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-1.1307181387166483
1b,stem_right,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,0.6093387099424578
2,stem_left,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,0.3711844561459606
2,stem_right,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-0.08693847461714654
2_dense,right_left,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-0.21458026947188066
3,left_right,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-0.014459162576861407
3,right_left,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-1.1817222343275275
4,stem_left,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-0.26974749218590033
4,stem_right,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,-0.11579867270286018
1a,right_stem,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,-1.1657736726380243
1a,stem_left,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,-1.2256854286161967
1a,stem_right,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,-1.63860051010943
1b,stem_left,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,-1.4537680947893599
1b,stem_right,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,0.7395352614195562
2,stem_left,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,0.4170226105079631
2,stem_right,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,0.2532211153659369
2_dense,right_left,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,-0.021023484641673727
3,left_right,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,0.27136783872697945
3,right_left,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,-1.0578141537300063
4,stem_left,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,0.9326643289585921
4,stem_right,action_yield_frac,cbf_aux,fusion_aux,nan,nan,False,n/a,-0.023213075146797633
1a,right_stem,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,1.1324759942456035
1a,stem_left,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,2.0980518547421037
1a,stem_right,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,3.3239068667273615
1b,stem_left,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,1.3263315039769534
1b,stem_right,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,2.3847884394564316
2,stem_left,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,3.4921410011251726
2,stem_right,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,1.6621393480394329
2_dense,right_left,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,2.409905725152473
3,left_right,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,2.731496113590959
3,right_left,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,2.7310524082527836
4,stem_left,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,2.9236655755718397
4,stem_right,action_yield_frac,cbf_aux,rule_based,nan,nan,False,n/a,2.069350421800078
1a,right_stem,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-1.940043956718313
1a,stem_left,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-3.2501207095862554
1a,stem_right,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-2.8170628205169717
1b,stem_left,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-1.3610946856352657
1b,stem_right,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-2.35412400387053
2,stem_left,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-2.832513930139661
2,stem_right,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-1.7464506075040938
2_dense,right_left,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-3.5687241687897724
3,left_right,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-5.634358751677987
3,right_left,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-2.1320259683210256
4,stem_left,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-2.638694017316653
4,stem_right,action_yield_frac,rule_based,hjb_aux,nan,nan,False,n/a,-3.6037126814190628
1a,right_stem,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-13.10284773692245
1a,stem_left,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-4.359422226296946
1a,stem_right,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-8.681320466649552
1b,stem_left,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-4.145650315595442
1b,stem_right,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-7.555652642538122
2,stem_left,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-4.569998213122345
2,stem_right,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-2.9891481485725246
2_dense,right_left,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-5.225770566567531
3,left_right,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-5.576347493699319
3,right_left,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-9.417828665656804
4,stem_left,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-5.3197554111450325
4,stem_right,action_yield_frac,rule_based,soft_hjb_aux,nan,nan,False,n/a,-10.793854265766436
1a,right_stem,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-4.31896489633025
1a,stem_left,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-5.268190990096456
1a,stem_right,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-2.9166528108560463
1b,stem_left,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-4.243899226849162
1b,stem_right,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-4.447226534466531
2,stem_left,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-4.448444751507838
2,stem_right,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-4.413464524598859
2_dense,right_left,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-4.604933143786469
3,left_right,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-4.23184215344381
3,right_left,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-5.456901087369258
4,stem_left,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-3.128684363149801
4,stem_right,action_yield_frac,rule_based,eikonal_aux,nan,nan,False,n/a,-3.9472111012355344
1a,right_stem,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-4.678152732636931
1a,stem_left,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-2.4983666617732903
1a,stem_right,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-2.94495833774214
1b,stem_left,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-3.459767710695813
1b,stem_right,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-3.7292333080430105
2,stem_left,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-4.861986907503944
2,stem_right,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-3.276693892913621
2_dense,right_left,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-4.407593275104908
3,left_right,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-4.65191367741431
3,right_left,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-5.055160174283859
4,stem_left,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-7.242364797046922
4,stem_right,action_yield_frac,rule_based,fusion_aux,nan,nan,False,n/a,-2.969808793735876
1a,right_stem,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-1.1324759942456035
1a,stem_left,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-2.0980518547421037
1a,stem_right,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-3.3239068667273615
1b,stem_left,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-1.3263315039769534
1b,stem_right,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-2.3847884394564316
2,stem_left,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-3.4921410011251726
2,stem_right,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-1.6621393480394329
2_dense,right_left,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-2.409905725152473
3,left_right,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-2.731496113590959
3,right_left,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-2.7310524082527836
4,stem_left,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-2.9236655755718397
4,stem_right,action_yield_frac,rule_based,cbf_aux,nan,nan,False,n/a,-2.069350421800078
1a,right_stem,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-7.648919602020941
1a,stem_left,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-3.939592465301961
1a,stem_right,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-7.733586616538149
1b,stem_left,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-3.8301678173651124
1b,stem_right,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-2.6419147270170162
2,stem_left,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-4.058602980401409
2,stem_right,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-1.4500482899226053
2_dense,right_left,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-2.2332334022265203
3,left_right,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-1.205341009411396
3,right_left,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-1.7280510264348354
4,stem_left,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-2.6707099653656936
4,stem_right,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-1.5837399727284514
1a,right_stem,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-9.702155598015276
1a,stem_left,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-7.863507028937541
1a,stem_right,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-6.03347950216158
1b,stem_left,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-3.4746062518746936
1b,stem_right,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-3.034712405029228
2,stem_left,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-4.800286873401785
2,stem_right,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.357849260444262
2_dense,right_left,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-2.60288102064014
3,left_right,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.5609559709359542
3,right_left,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-2.764192514588103
4,stem_left,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-2.8257084940943424
4,stem_right,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,-2.218977212726378
1a,right_stem,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-6.364406760426456
1a,stem_left,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-5.875859234006723
1a,stem_right,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-4.20572780240252
1b,stem_left,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-3.6432134725917042
1b,stem_right,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-3.007456989486418
2,stem_left,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-3.957128616099338
2,stem_right,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.3280831409782419
2_dense,right_left,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.9445895278146412
3,left_right,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.372143065773099
3,right_left,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.4557890436146963
4,stem_left,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-2.6905240665121246
4,stem_right,switching_rate_mean,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.4071507060517023
1a,right_stem,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-1.1689654616601606
1a,stem_left,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.4559385976830551
1a,stem_right,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.8122191215394226
1b,stem_left,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,0.3230820733839772
1b,stem_right,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.016408408886712484
2,stem_left,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.9171330785990819
2,stem_right,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.0417842753329943
2_dense,right_left,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.3139847433897887
3,left_right,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.17851217141470987
3,right_left,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.6742077447619887
4,stem_left,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.507934469344371
4,stem_right,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,0.016827707071965813
1a,right_stem,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,0.548048866729428
1a,stem_left,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,3.1698036138978276
1a,stem_right,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,3.5787278105538523
1b,stem_left,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,-3.6080737519645156
1b,stem_right,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,-3.0722515982964933
2,stem_left,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,0.6949230721569043
2,stem_right,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,1.525556163190744
2_dense,right_left,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,0.11477113413520637
3,left_right,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,3.8440744907550175
3,right_left,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,-0.19231095550169416
4,stem_left,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,2.4471733615140954
4,stem_right,switching_rate_mean,hjb_aux,rule_based,nan,nan,False,n/a,4.157497244743059
1a,right_stem,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,7.648919602020941
1a,stem_left,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,3.939592465301961
1a,stem_right,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,7.733586616538149
1b,stem_left,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,3.8301678173651124
1b,stem_right,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,2.6419147270170162
2,stem_left,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,4.058602980401409
2,stem_right,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,1.4500482899226053
2_dense,right_left,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,2.2332334022265203
3,left_right,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,1.205341009411396
3,right_left,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,1.7280510264348354
4,stem_left,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,2.6707099653656936
4,stem_right,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,1.5837399727284514
1a,right_stem,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-5.587689688816662
1a,stem_left,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-4.166358128862504
1a,stem_right,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-3.4936503769597524
1b,stem_left,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,1.5164868672410234
1b,stem_right,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.6123538093298018
2,stem_left,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.9388527200967027
2,stem_right,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.2836817310438407
2_dense,right_left,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.2408587786271301
3,left_right,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.6664930699837412
3,right_left,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-2.6138647939715973
4,stem_left,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.1001827065716394
4,stem_right,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.0001377823394209
1a,right_stem,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-2.6561460671707824
1a,stem_left,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-2.2406614421220676
1a,stem_right,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.3869692448099546
1b,stem_left,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,0.5352337561304349
1b,stem_right,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.14809847770406737
2,stem_left,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.7530301760925348
2,stem_right,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,0.046760022035434924
2_dense,right_left,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,1.089904268843022
3,left_right,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.2831085515577908
3,right_left,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,0.6885486367546281
4,stem_left,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.7484149361905819
4,stem_right,switching_rate_mean,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,0.24517331290780647
1a,right_stem,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,3.4989799306220513
1a,stem_left,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,3.466922970577654
1a,stem_right,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,2.615609891100602
1b,stem_left,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,5.799504840932675
1b,stem_right,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,2.4858081257993496
2,stem_left,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,2.7146490819971607
2,stem_right,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,1.7920262770584479
2_dense,right_left,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,2.06633517235051
3,left_right,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,0.7266286798626792
3,right_left,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,0.9728871297503454
4,stem_left,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,1.3195029622693466
4,stem_right,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,1.11878684277881
1a,right_stem,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,15.068791443092122
1a,stem_left,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,7.749463970302654
1a,stem_right,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,19.751037260109648
1b,stem_left,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,1.5158140220211227
1b,stem_right,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,0.18617617827029673
2,stem_left,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,10.961116175289774
2,stem_right,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,8.613515341068167
2_dense,right_left,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,10.845174190946535
3,left_right,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,8.70598244036294
3,right_left,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,7.775927905906867
4,stem_left,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,10.806886897962306
4,stem_right,switching_rate_mean,soft_hjb_aux,rule_based,nan,nan,False,n/a,6.845299781313461
